id,name,recipe_url
442,Bored to Death,/cocktail/bored-death
443,Bormio Sour,/cocktail/bormio-sour
444,Boston Iced Tea Party,/cocktail/boston-iced-tea-party
445,Boomin' Granny,/cocktail/boomin-granny
446,Boot & Rally,/cocktail/boot-rally
447,Borjomi Buck,/cocktail/borjomi-buck
448,Boston Bog,/cocktail/boston-bog
449,Boston Lady,/cocktail/boston-lady
450,Boukman Daiquiri,/cocktail/boukman-daiquiri
451,Boulevard des Rêves,/cocktail/boulevard-des-reves
452,Boulevardier (Cure version),/cocktail/boulevardier-cure-version
453,A Bouquet of Parentheses,/cocktail/bouquet-parentheses
454,Bourbon Ruby,/cocktail/bourbon-ruby
455,Boulevard of Broken Dreams,/cocktail/boulevard-broken-dreams
456,Boulevardier,/cocktail/boulevardier
457,Boulevardier 12,/cocktail/boulevardier-12
458,Bourbon Renewal,/cocktail/bourbon-renewal
459,Bourbon Spark,/cocktail/bourbon-spark
460,Bowie Intro,/cocktail/bowie-intro
461,Brandy Alejandro,/cocktail/brandy-alejandro
462,Brandy Milk Punch,/cocktail/brandy-milk-punch
463,The Brave,/cocktail/brave
464,Brave Margot,/cocktail/brave-margot
465,Brain Damage,/cocktail/brain-damage
466,Brandy Lift,/cocktail/brandy-lift
467,The Brantley,/cocktail/brantley
468,Brave Bootlegger,/cocktail/brave-bootlegger
469,Brawny Man,/cocktail/brawny-man
470,Brazilian Prescription,/cocktail/brazilian-prescription
471,Breakfast Bourbon,/cocktail/breakfast-bourbon
472,"Bring Me, A Shrubbery",/cocktail/bring-me-shrubbery
473,Broken Flower,/cocktail/broken-flower
474,Brooklyn Cocktail,/cocktail/brooklyn-cocktail
475,Bread & Circuses,/cocktail/bread-circuses
476,Bright 'n' Early,/cocktail/bright-n-early
477,Broken English,/cocktail/broken-english
478,Bronx Bomber,/cocktail/bronx-bomber
479,Brooklyn Heights,/cocktail/brooklyn-heights
480,Brooklynite,/cocktail/brooklynite
481,brown is the new black,/cocktail/brown-new-black
482,Brunch,/cocktail/brunch
483,Buah Arak,/cocktail/buah-arak
484,Bufala Spritz,/cocktail/bufala-spritz
485,Brown Cat,/cocktail/brown-cat
486,Brujería,/cocktail/brujeria
487,Brunelle,/cocktail/brunelle
488,Buck & Rider,/cocktail/buck-rider
489,Buffalo Tail,/cocktail/buffalo-tail
490,Bull Ramos Fizz,/cocktail/bull-ramos-fizz
491,Bunbury,/cocktail/bunbury
492,The Burl Johnson,/cocktail/burl-johnson
493,Burning Times,/cocktail/burning-times
494,Bushwick,/cocktail/bushwick
495,A Bullet for Fredo,/cocktail/bullet-fredo
496,Buono Whistler,/cocktail/buono-whistler
497,Burning Ice,/cocktail/burning-ice
498,Burnished Brass,/cocktail/burnished-brass
499,The Business,/cocktail/the-business
500,But We Don't Want The Irish,/cocktail/we-dont-want-irish
501,"Butter, Lemon, Smoke",/cocktail/butter-lemon-smoke
502,Bye Bye Birdie,/cocktail/bye-bye-birdie
503,C'est La Vie,/cocktail/cest-la-vie
504,Cable Car,/cocktail/cable-car
505,Cactus Flower,/cocktail/cactus-flower
506,Caesarea Cocktail,/cocktail/caesarea-cocktail
507,Cabb,/cocktail/cabb
508,Cactus & Thistle,/cocktail/cactus-thistle
509,Caesar,/cocktail/caesar
510,Cafe Colada,/cocktail/cafe-colada
511,Caipirinha,/cocktail/caipirinha
512,Calabura Flip,/cocktail/calabura-flip
513,Calico Jack (The Independent),/cocktail/calico-jack-independent
514,Call of the Wild,/cocktail/call-wild
515,Café Negroni,/cocktail/cafe-negroni
516,Caipirinha Pasión,/cocktail/caipirinha-pasion
517,Calico Jack,/cocktail/calico-jack
518,California English,/cocktail/california-english
519,Cambridge Tea,/cocktail/cambridge-tea
520,Cameron's Kick,/cocktail/camerons-kick
521,Camomila,/cocktail/camomila
522,Campari Flamingo,/cocktail/campari-flamingo
523,Campari Swizzle,/cocktail/campari-swizzle
524,Campfire Sling,/cocktail/campfire-sling
525,El Camino (Trina Sturm),/cocktail/el-camino-trina-sturm
526,Campaign Trail,/cocktail/campaign-trail
527,Campari in Paradise,/cocktail/campari-paradise
528,Campbeltown,/cocktail/campbeltown
529,Campfire Sour,/cocktail/campfire-sour
530,Can't Get There From Here,/cocktail/cant-get-there-here
531,Canebrake,/cocktail/canebrake
532,Canon Cocktail,/cocktail/canon-cocktail
533,Cantinflas Mustache,/cocktail/cantinflas-mustache
534,El Capitan,/cocktail/el-capitan
535,Cancún Sazerac,/cocktail/cancun-sazerac
536,Cannibal Cooler,/cocktail/cannibal-cooler
537,Cansiglio Bianco Negroni,/cocktail/cansiglio-bianco-negroni
538,Canton Daisy,/cocktail/canton-daisy
539,Capitán,/cocktail/capitan
540,Capone's Island,/cocktail/capones-island
541,Captain Anne Bonnie,/cocktail/captain-anne-bonnie
542,Caramel By The Sea,/cocktail/caramel-sea
543,Cardboard Plane,/cocktail/cardboard-plane
544,Caribbean Coffee Crush,/cocktail/caribbean-coffee-crush
545,capovolto,/cocktail/capovolto
546,Captain's Blood,/cocktail/captains-blood
547,Caraway Daiquiri,/cocktail/caraway-daiquiri
548,Cargo Cult,/cocktail/cargo-cult
549,Caribbean Gulf,/cocktail/caribbean-gulf
550,Caribbean Punch,/cocktail/caribbean-punch
551,Caribé Sour,/cocktail/caribe-sour
552,Carolina Julep,/cocktail/carolina-julep
553,Carpano Sour,/cocktail/carpano-sour
554,Casino Green,/cocktail/casino-green
555,Caribbean Royale,/cocktail/caribbean-royale
556,Carlota's Collapse,/cocktail/carlotas-collapse
557,Carolynn Reminder,/cocktail/carolynn-reminder
558,Carthusian Summer,/cocktail/carthusian-summer
559,Cask of Amontillado,/cocktail/cask-amontillado
560,Cassingle Revival #2,/cocktail/cassingle-revival-2
561,Castle of Córdoba,/cocktail/castle-cordoba
562,Caught in a Cabaret,/cocktail/caught-cabaret
563,Caustic Negroni,/cocktail/caustic-negroni
564,CCR,/cocktail/ccr
565,Cassis Party #2,/cocktail/cassis-party-2
566,Category 1,/cocktail/category-1
567,The Cause,/cocktail/cause
568,Caveat Emptor,/cocktail/caveat-emptor
569,Ce Soir,/cocktail/ce-soir
570,Cedar Fever,/cocktail/cedar-fever
571,Cells Interlinked,/cocktail/cells-interlinked
572,Central Ave. Chorrizo,/cocktail/central-ave-chorrizo
573,Chachita,/cocktail/chachita
574,Chai Tea-Ni,/cocktail/chai-tea-ni
575,Celery Tonic,/cocktail/celery-tonic
576,Celtic Solstice,/cocktail/celtic-solstice
577,Chac Mool,/cocktail/chac-mool
578,The Chadwick,/cocktail/chadwick
579,Chai-Town Brown,/cocktail/chai-town-brown
580,Challenge Excepted,/cocktail/challenge-excepted
581,Champagne Year,/cocktail/champagne-year
582,Chan Chan,/cocktail/chan-chan
583,Chaos Monkey,/cocktail/chaos-monkey
584,El Chapulín,/cocktail/el-chapulin
585,Champagne Julep,/cocktail/champagne-julep
586,Champs Elysées,/cocktail/champs-elysees
587,Change of Key,/cocktail/change-key
588,Chaplin,/cocktail/chaplin
589,Charlatan's Swizzle,/cocktail/charlatans-swizzle
590,Charles Dickens Lemon Milk Punch,/cocktail/charles-dickens-lemon-milk-punch
591,Charlie Bowman,/cocktail/charlie-bowman
592,Chartreuse Daiquiri,/cocktail/chartreuse-daiquiri
593,Chasing Fireflies,/cocktail/chasing-fireflies
594,Chatham Artillery Punch (Single Serve),/cocktail/chatham-artillery-punch-single-serve
595,Charleston Collage (Boston Apothecary),/cocktail/charleston-collage-boston-apothecary
596,Chartreuse Colada,/cocktail/chartreuse-colada
597,Chartreuse Swizzle,/cocktail/chartreuse-swizzle
598,Chasing Smoke,/cocktail/chasing-smoke
599,Chatham Cocktail,/cocktail/chatham-cocktail
600,Chauncey Depew,/cocktail/chauncey-depew
601,Cheeky Sazerac,/cocktail/cheeky-sazerac
602,Chemlabier,/cocktail/chemlabier
603,Cherry Christmas,/cocktail/cherry-christmas
604,Cherry Darling,/cocktail/cherry-darling
605,Chee Hoo Fizz,/cocktail/chee-hoo-fizz
606,Chef's Kiss,/cocktail/chefs-kiss
607,Cherry Almond Gallette,/cocktail/cherry-almond-gallette
608,Cherry Cobbler,/cocktail/cherry-cobbler
609,Cherry Herring No. 2,/cocktail/cherry-herring-no-2
610,Cherry Kola,/cocktail/cherry-kola
611,Chet Baker,/cocktail/chet-baker
612,China Clipper,/cocktail/china-clipper
613,Chingon,/cocktail/chingon
614,Choke Let Malt,/cocktail/choke-let-malt
615,Cherry Russell,/cocktail/cherry-russell
616,Chicago Zephyr,/cocktail/chicago-zephyr
617,Chinato e smoky,/cocktail/chinato-e-smoky
618,Chocoloni,/cocktail/chocoloni
619,Choke Me Like You Love Me,/cocktail/choke-me-you-love-me
620,Choke Me Softly,/cocktail/choke-me-softly
621,Chokehold,/cocktail/chokehold
622,Christmas Bonus,/cocktail/christmas-bonus
623,Christmas Cheer,/cocktail/christmas-cheer
624,Christmas Evening,/cocktail/christmas-evening
625,Choke and Smoke,/cocktail/choke-and-smoke
626,The Chorus Boy,/cocktail/chorus-boy
627,Christmas Caipirinhas,/cocktail/christmas-caipirinhas
628,Christmas Eve,/cocktail/christmas-eve
629,Christmas in a Glass,/cocktail/christmas-glass
630,Christmas in Hell,/cocktail/christmas-hell
631,Chupacabra,/cocktail/chupacabra
632,Churchgoer,/cocktail/churchgoer
633,Cin-Cyn,/cocktail/cin-cyn
634,Cinnamon Girl,/cocktail/cinnamon-girl
635,The Chunnel,/cocktail/chunnel
636,Church Bay Cooler,/cocktail/church-bay-cooler
637,Chutes and Ladders,/cocktail/chutes-and-ladders
638,CINCO DE MAYO,/cocktail/cinco-de-mayo
639,Circular Firing Squad,/cocktail/circular-firing-squad
640,Circular Spritz,/cocktail/circular-spritz
641,City Bird,/cocktail/city-bird
642,Ciudad Oscura,/cocktail/ciudad-oscura
643,Clair de Lune,/cocktail/clair-de-lune
644,The Claymore,/cocktail/claymore
645,Citrus Fever,/cocktail/citrus-fever
646,Ciudad Cocktail,/cocktail/ciudad-cocktail
647,The Civil Litigation,/cocktail/civil-litigation
648,Claret Lemonade,/cocktail/claret-lemonade
649,Clear Intentions,/cocktail/clear-intentions
650,Clearlake,/cocktail/clearlake
651,Clemen-thyme Sour,/cocktail/clemen-thyme-sour
652,CliveAmarg,/cocktail/cliveamarg
653,Clover Club,/cocktail/clover-club
654,The Club Cocktail (from the University Club of St. Louis),/cocktail/club-cocktail-university-club-st-louis
655,Clearly Aloe'n,/cocktail/clearly-aloen
656,Clive's SWOjamas,/cocktail/clives-swojamas
657,Clock Water and Smoke,/cocktail/clock-water-and-smoke
658,Clown Car,/cocktail/clown-car
659,Club Garden,/cocktail/club-garden
660,The Coal Miner,/cocktail/coal-miner
661,Cocchi Cola,/cocktail/cocchi-cola
662,Cocktail de la Louisiane (Sam Ross),/cocktail/cocktail-de-la-louisiane-sam-ross
663,Cocoa Puff Smash,/cocktail/cocoa-puff-smash
664,Coconut Swizzle,/cocktail/coconut-swizzle
665,Coasta de Morte,/cocktail/coasta-de-morte
666,Cocktail à la Louisiane,/cocktail/cocktail-la-louisiane
667,Coco Fernet,/cocktail/coco-fernet
668,Coconut Revolution,/cocktail/coconut-revolution
669,Coda di Leone,/cocktail/coda-di-leone
670,Coffee & Cigarettes,/cocktail/coffee-cigarettes
671,Coffee's For Closers,/cocktail/coffees-closers
672,Coffee Warmer,/cocktail/coffee-warmer
673,Cointreau Teese,/cocktail/cointreau-teese
674,La Cola Nostra,/cocktail/la-cola-nostra
675,Coffee Cobbler,/cocktail/coffee-cobbler
676,Coffee and Tonic,/cocktail/coffee-and-tonic
677,Cointreau Palomita,/cocktail/cointreau-palomita
678,Coked-Up Monk,/cocktail/coked-monk
679,Colchique,/cocktail/colchique
680,Cold Cold Night,/cocktail/cold-cold-night
681,Cold Was The Ground,/cocktail/cold-was-ground
682,The Colevardier,/cocktail/colevardier
683,College and Grace,/cocktail/college-and-grace
684,Collo Rosso,/cocktail/collo-rosso
685,Cold Stare,/cocktail/cold-stare
686,Colette,/cocktail/colette
687,Colleen Bawn,/cocktail/colleen-bawn
688,Collette's Panacea,/cocktail/collettes-panacea
689,Colonel Carpano,/cocktail/colonel-carpano
690,Colonel Grey,/cocktail/colonel-grey
691,Color in Your Cheeks,/cocktail/color-your-cheeks
692,Columbia Cocktail (Trader Vic's),/cocktail/columbia-cocktail-trader-vics
693,Common Cold,/cocktail/common-cold
694,Company Buck,/cocktail/company-buck
695,Colonial Affair,/cocktail/colonial-affair
696,Colossal Youth,/cocktail/colossal-youth
697,Comings and Goings,/cocktail/comings-and-goings
698,Companion,/cocktail/companion
699,Coney Island Express,/cocktail/coney-island-express
700,A Confederacy of Dunces,/cocktail/confederacy-dunces
701,Confused Limey,/cocktail/confused-limey
702,Conjurers & Concubines,/cocktail/conjurers-concubines
703,Conquistador,/cocktail/conquistador
704,Constantinople,/cocktail/constantinople
705,Confederation Bridge,/cocktail/confederation-bridge
706,Conifer Cocktail,/cocktail/conifer-cocktail
707,Connery,/cocktail/connery
708,Conquistador (Jennifer Contraveos),/cocktail/conquistador-jennifer-contraveos
709,Constructive Summer,/cocktail/constructive-summer
710,Contention City,/cocktail/contention-city
711,The CooCoo Nut,/cocktail/coocoo-nut
712,Cooper,/cocktail/cooper
713,Copper Pagoda,/cocktail/copper-pagoda
714,Cora Middleton,/cocktail/cora-middleton
715,Continuum,/cocktail/continuum
716,Cool Leatherette,/cocktail/cool-leatherette
717,The Copper Kid,/cocktail/copper-kid
718,Coquito (Simple),/cocktail/coquito-simple
719,"Cordial Magnitude, officially.",/cocktail/cordial-magnitude-officially
720,Corn 'n Oil Sour,/cocktail/corn-n-oil-sour
721,Corn and Oilier,/cocktail/corn-and-oilier
722,Cornucopia (Claphamcocktails),/cocktail/cornucopia-claphamcocktails
723,Coronation,/cocktail/coronation
724,Corpse Rejuvenation,/cocktail/corpse-rejuvenation
725,Corn Flower,/cocktail/corn-flower
726,Cornet,/cocktail/cornet
727,Corny Panky,/cocktail/corny-panky
728,Corpse Carré,/cocktail/corpse-carre
729,Corpse Reminder #1,/cocktail/corpse-reminder-1
730,Corpse ReVeeVer,/cocktail/corpse-reveever
731,Corpse Reviver #2,/cocktail/corpse-reviver-2
732,Corpse Reviver #5,/cocktail/corpse-reviver-5
733,The Corsican,/cocktail/corsican
734,The Count De Grace,/cocktail/count-de-grace
735,Corpse Reviver #1,/cocktail/corpse-reviver-1
736,Corpse Reviver #4,/cocktail/corpse-reviver-4
737,Corpse Reviver variation #8,/cocktail/corpse-reviver-variation-8
738,Cosmopolitan Milk Punch,/cocktail/cosmopolitan-milk-punch
739,Countrypolitan,/cocktail/countrypolitan
740,Court and Degraw,/cocktail/court-and-degraw
741,Cowgirl's Downfall,/cocktail/cowgirls-downfall
742,Craft Squirrel Sex Manhattan,/cocktail/craft-squirrel-sex-manhattan
743,Cranberry Brandy Sour,/cocktail/cranberry-brandy-sour
744,Crangroni,/cocktail/crangroni
745,COVO,/cocktail/covo
746,Crack the Skye,/cocktail/crack-skye
747,The Crafty and Elusive Elk,/cocktail/the-crafty-and-elusive-elk
748,Cranberry shrub cocktail,/cocktail/cranberry-shrub-cocktail
749,Crazy Cherry,/cocktail/crazy-cherry
750,The Creature That Drank Sheboygan,/cocktail/creature-drank-sheboygan
751,Creme de No Swizzle,/cocktail/creme-de-no-swizzle
752,Creole Cocktail,/cocktail/creole-cocktail
753,Creolita,/cocktail/creolita
754,Crimson Lake,/cocktail/crimson-lake
755,Creep,/cocktail/creep
756,Crenshaw,/cocktail/crenshaw
757,Creole Lady,/cocktail/creole-lady
758,Crimson King,/cocktail/crimson-king
759,The Crippler,/cocktail/crippler
760,Crop Top,/cocktail/crop-top
761,Crown Jewel Negroni,/cocktail/crown-jewel-negroni
762,Crystal Fall,/cocktail/crystal-fall
763,Cuba Libre (Preparado),/cocktail/cuba-libre-preparado
764,Cubed Old Fashioned,/cocktail/cubed-old-fashioned
765,Cross Town Traffic,/cocktail/cross-town-traffic
766,The Crusher,/cocktail/crusher
767,Crystal Mocha,/cocktail/crystal-mocha
768,Cuban Anole,/cocktail/cuban-anole
769,Cuckoo Bee,/cocktail/cuckoo-bee
770,"Cucumber, Salt & Smoke",/cocktail/cucumber-salt-smoke
771,Cucumber Collins,/cocktail/cucumber-collins
772,Cucumber Lime Swizzle,/cocktail/cucumber-lime-swizzle
773,Cukes of July,/cocktail/cukes-july
774,Curari Cocktail,/cocktail/curari-cocktail
775,Cucumber Calypso,/cocktail/cucumber-calypso
776,Cucumber Lavender Sour Punch,/cocktail/cucumber-lavender-sour-punch
777,Cuevas,/cocktail/cuevas
778,The Culebra Cocktail,/cocktail/culebra-cocktail
779,Cure for Eric,/cocktail/cure-eric
780,Cure for Pain,/cocktail/cure-pain
781,Cusp of Summer,/cocktail/cusp-summer
782,Cyanara,/cocktail/cyanara
783,Cynar Sour,/cocktail/cynar-sour
784,Czech Your Head,/cocktail/czech-your-head
785,Curried Away,/cocktail/curried-away
786,Cutlass,/cocktail/cutlass
787,Cynar Flip,/cocktail/cynar-flip
788,Czech Bohemian,/cocktail/czech-bohemian
789,D'Artagnan,/cocktail/dartagnan
790,D is For Dangerous,/cocktail/d-dangerous
791,Daiquiri,/cocktail/daiquiri
792,Daiquiri (Sweeter),/cocktail/daiquiri-sweeter
793,Daiquiri No. 4,/cocktail/daiquiri-no-4
794,Daiquiri with Benefits (DWB),/cocktail/daiquiri-benefits-dwb
795,Daily Mail,/cocktail/daily-mail
796,Daiquiri (Simo),/cocktail/daiquiri-simo
797,Daiquiri-73,/cocktail/daiquiri-73
798,Daiquiri No. 6,/cocktail/daiquiri-no-6
799,Daisy Buchanan,/cocktail/daisy-buchanan
800,Daisy If You Do,/cocktail/daisy-if-you-do
801,Dakkar Grotto,/cocktail/dakkar-grotto
802,"Dammit, Jen!",/cocktail/dammit-jen
803,Dana Special,/cocktail/dana-special
804,Dance into the Fire,/cocktail/dance-fire
805,Daisy Mae,/cocktail/daisy-mae
806,Dale Cooper,/cocktail/dale-cooper
807,Damp Pavement,/cocktail/damp-pavement
808,Danagroni,/cocktail/danagroni
809,Dancing Shoes,/cocktail/dancing-shoes
810,The Dandy Brandy Smash,/cocktail/dandy-brandy-smash
811,Danny Brown,/cocktail/danny-brown
812,Danube,/cocktail/danube
813,Dark 'n' Bubbly,/cocktail/dark-n-bubbly
814,Dark Entries,/cocktail/dark-entries
815,Dandy Cocktail,/cocktail/dandy-cocktail
816,Dante's Requiem,/cocktail/dantes-requiem
817,Dapperman Sour,/cocktail/dapperman-sour
818,Dark Desires,/cocktail/dark-desires
819,Dark House,/cocktail/dark-house
820,Dark and Moody,/cocktail/dark-and-moody
821,Dark Skies Ahead,/cocktail/dark-skies-ahead
822,Dark Trilogy,/cocktail/dark-trilogy
823,Darkness in Brooding,/cocktail/darkness-brooding
824,Darkside Iced Tea,/cocktail/darkside-iced-tea
825,Dark side,/cocktail/dark-side
826,Dark and Stormy (Brad Thomas Parsons Recipe),/cocktail/dark-and-stormy-brad-thomas-parsons-recipe
827,Dark Was The Night,/cocktail/dark-was-night
828,Darkside,/cocktail/darkside
829,Darling Nikki,/cocktail/darling-nikki
830,Darwin's Hopes,/cocktail/darwins-hopes
831,Dauphin,/cocktail/dauphin
832,Dawn in Jalisco,/cocktail/dawn-jalisco
833,De Rigueur 2,/cocktail/de-rigueur-2
834,Dead Last,/cocktail/dead-last
835,Date Expectations,/cocktail/date-expectations
836,David Denizen,/cocktail/david-denizen
837,Day Old Bread,/cocktail/day-old-bread
838,Dead Glamour,/cocktail/dead-glamour
839,Dead Letter Office,/cocktail/dead-letter-office
840,Dead Man's Alley,/cocktail/dead-mans-alley
841,Dead Men Float,/cocktail/dead-men-float
842,Dead Reckoning,/cocktail/dead-reckoning
843,Deadpan Fix,/cocktail/deadpan-fix
844,Death by Chocolate,/cocktail/death-chocolate
845,Dead Man's Mule,/cocktail/dead-mans-mule
846,Dead Parrot Colada,/cocktail/dead-parrot-colada
847,Deadbolt,/cocktail/deadbolt
848,Death & Taxes (Pouring Ribbons),/cocktail/death-taxes-pouring-ribbons
849,Death or Glory,/cocktail/death-or-glory
850,Death in Missolungi,/cocktail/death-missolungi
851,Death Is Not The End,/cocktail/death-not-end
852,Debbie Don't,/cocktail/debbie-dont
853,Decadent Stout Flip,/cocktail/decadent-stout-flip
854,Deep Midwinter,/cocktail/deep-midwinter
855,Death in the Afterlife,/cocktail/death-in-the-afterlife
856,Death on the Installment Plan,/cocktail/death-installment-plan
857,Debole & Tallawah,/cocktail/debole-tallawah
858,Deep Breath,/cocktail/deep-breath
859,Del Rio,/cocktail/del-rio
860,The Delicious Cobbler,/cocktail/delicious-cobbler
861,Delicious Sour (Dead Rabbit Version),/cocktail/delicious-sour-dead-rabbit-version
862,Délit de Fuite,/cocktail/delit-de-fuite
863,Delmarva Cocktail #2,/cocktail/delmarva-cocktail-2
864,Demerara Dry Float,/cocktail/demerara-dry-float
865,Delicious Sour,/cocktail/delicious-sour
866,Delilah Jones,/cocktail/delilah-jones
867,The Deliverance,/cocktail/deliverance
868,Delores del Rio,/cocktail/delores-del-rio
869,Democrat,/cocktail/democrat
870,The Departed,/cocktail/departed
871,Derby Cup,/cocktail/derby-cup
872,La Dernière Danse,/cocktail/la-derniere-danse
873,Deshler Cocktail,/cocktail/deshler-cocktail
874,Dessert l'Italienne,/cocktail/dessert-litalienne
875,Depth Dweller,/cocktail/depth-dweller
876,Dernier Mot,/cocktail/dernier-mot
877,Desert Flower,/cocktail/desert-flower
878,Desperate search,/cocktail/desperate-search
879,Destiny Street,/cocktail/destiny-street
880,Detroiter,/cocktail/detroiter
881,Devil Makes Work,/cocktail/devil-makes-work
882,The Devil's Backbone,/cocktail/devils-backbone
883,Devil's Highway,/cocktail/devils-highway
884,Deviled Negroni,/cocktail/deviled-negroni
885,Devil Inside,/cocktail/devil-inside
886,Devil-May-Carrot,/cocktail/devil-may-carrot
887,The Devil's Gondolier,/cocktail/devils-gondolier
888,Devil's Staircase,/cocktail/devils-staircase
889,Devils Soul,/cocktail/devils-soul
890,Diablo Rojo,/cocktail/diablo-rojo
891,Diamonds & Pearls,/cocktail/diamonds-pearls
892,Diamonds Are Forever,/cocktail/diamonds-are-forever
893,Dick and Jane,/cocktail/dick-and-jane
894,The Dickensian Villain,/cocktail/dickensian-villain
895,Diamondback riff (pear),/cocktail/diamondback-riff-pear
896,Diamonds & Spades,/cocktail/diamonds-spades
897,Diamonds on My Windshield,/cocktail/diamonds-my-windshield
898,Dickens Flip,/cocktail/dickens-flip
899,Diddlin' Dora,/cocktail/diddlin-dora
900,The Difference Engine,/cocktail/difference-engine
901,Ding Dong,/cocktail/ding-dong
902,Dinosaurs Before Dark,/cocktail/dinosaurs-dark
903,Dirt in my Drink,/cocktail/dirt-my-drink
904,Disco Ball,/cocktail/disco-ball
905,The Dillinger,/cocktail/dillinger
906,Ding Ho,/cocktail/ding-ho
907,Diplomate Cocktail,/cocktail/diplomate-cocktail
908,Disappearing Ink,/cocktail/disappearing-ink
909,Disco Banjo,/cocktail/disco-banjo
910,The Dissenter,/cocktail/dissenter
911,The Distraction,/cocktail/distraction
912,The Diver's Wife,/cocktail/divers-wife
913,Division Bell,/cocktail/division-bell
914,Do The Right Thing,/cocktail/do-right-thing
915,Dissertation,/cocktail/dissertation
916,District 2,/cocktail/district-2
917,The Divine Lorraine,/cocktail/divine-lorraine
918,Divorce Papers,/cocktail/divorce-papers
919,Doctor Cocktail,/cocktail/doctor-cocktail
920,Doctored Pepper,/cocktail/doctored-pepper
921,Dog Days,/cocktail/dog-days
922,Domaine Daiquiri,/cocktail/domaine-daiquiri
923,Don Alfredo,/cocktail/don-alfredo
924,Don Fulano,/cocktail/don-fulano
925,The Doe's Path,/cocktail/does-path
926,Dolce Far Niente,/cocktail/dolce-far-niente
927,Domfront,/cocktail/domfront
928,Don Franco Penicilina,/cocktail/don-franco-penicilina
929,Don Quixquote,/cocktail/don-quixquote
930,Don's Passion,/cocktail/dons-passion
931,Donga Punch,/cocktail/donga-punch
932,Dorflinger Revisited,/cocktail/dorflinger-revisited
933,Double-Barreled,/cocktail/double-barreled
934,Double Fill-Up,/cocktail/double-fill
935,Don't Mind If I Do,/cocktail/dont-mind-if-i-do
936,Doom & Gloom,/cocktail/doom-gloom
937,Dos Besitos,/cocktail/dos-besitos
938,Double Dutch,/cocktail/double-dutch
939,Double Punch,/cocktail/double-punch
940,Double Smoked Negroni,/cocktail/double-smoked-negroni
941,Down for the Count,/cocktail/down-count
942,Down to Earth,/cocktail/down-to-earth
943,Downtown Daiquiri,/cocktail/downtown-daiquiri
944,Dr. Adam's Fosbury Flip,/cocktail/dr-adams-fosbury-flip
945,Douglas Fir Rhubarb Negroni,/cocktail/douglas-fir-rhubarb-negroni
946,Down for the Count (Negroni x Remember the Maine),/cocktail/down-count-negroni-x-remember-maine
947,Downfall,/cocktail/downfall
948,Dowsing Rod,/cocktail/dowsing-rod
949,Dr. Ooops,/cocktail/dr-ooops
950,Dr Pepper Drank,/cocktail/dr-pepper-drank
951,Dragon Punch,/cocktail/dragon-punch
952,Dreadlock Holiday,/cocktail/dreadlock-holiday
953,The Drink of Insignificance,/cocktail/drink-insignificance
954,Drink of Laughter and Forgetting,/cocktail/drink-laughter-and-forgetting
955,Dragon Lily,/cocktail/dragon-lily
956,Dragon's Mouth,/cocktail/dragons-mouth
957,Dream Catcher,/cocktail/dream-catcher
958,Drink Lab #16,/cocktail/drink-lab-16
959,Drink My Blood,/cocktail/drink-my-blood
960,The Drink With No Name,/cocktail/drink-no-name
961,Dry Daiquiri,/cocktail/dry-daiquiri
962,Dublin in October,/cocktail/dublin-october
963,The Duck Hunter,/cocktail/duck-hunter
964,Dunlop Cocktail (12 Bottle Bar),/cocktail/dunlop-cocktail-12-bottle-bar
965,Drunkan Botanist,/cocktail/drunkan-botanist
966,Dry Tortuga,/cocktail/dry-tortuga
967,Dubois Margarita,/cocktail/dubois-margarita
968,Dulce de Leche,/cocktail/dulce-de-leche
969,Dusting Erasers,/cocktail/dusting-erasers
970,Dutch Apple,/cocktail/dutch-apple
971,Dutch Elm Disease,/cocktail/dutch-elm-disease
972,Dutch Revival,/cocktail/dutch-revival
973,The Dutchess,/cocktail/dutchess
974,Eagle Creek,/cocktail/eagle-creek
975,Earl Grey MarTEAni,/cocktail/earl-grey-marteani
976,Earl of Lavender,/cocktail/earl-lavender
977,Early Bird,/cocktail/early-bird
978,Early Dismissal,/cocktail/early-dismissal
979,Earth Mother,/cocktail/earth-mother
980,Earthbound Cocktail,/cocktail/earthbound-cocktail
981,East Harlem,/cocktail/east-harlem
982,East Indian Negroni,/cocktail/east-indian-negroni
983,Eastern Promises,/cocktail/eastern-promises
984,Easy Out,/cocktail/easy-out
985,East Coast Tommy Margarita,/cocktail/east-coast-tommy-margarita
986,East India Flip,/cocktail/east-india-flip
987,East Side Cocktail,/cocktail/east-side-cocktail
988,Easy On The Eye,/cocktail/easy-on-the-eye
989,Easy Speak,/cocktail/easy-speak
990,Easy Split,/cocktail/easy-split
991,Eau de Lavender,/cocktail/eau-de-lavender
992,Edelweiss,/cocktail/edelweiss
993,Edison's Medicine,/cocktail/edisons-medicine
994,Eeyore's Requiem,/cocktail/eeyores-requiem
995,Easy Street Fizz,/cocktail/easy-street-fizz
996,The Echo Echo,/cocktail/echo-echo
997,Eden Terrace Fizz,/cocktail/eden-terrace-fizz
998,Edward Teach,/cocktail/edward-teach
999,Egg Nog,/cocktail/egg-nog
1000,Egg Nog (Alton Brown recipe),/cocktail/egg-nog-alton-brown-recipe
1001,"Eggnog, Morgenthaler",/cocktail/eggnog-morgenthaler
1002,Elder Monk,/cocktail/elder-monk
1003,Elderflower Royale,/cocktail/elderflower-royale
